         1005431 function calls (990802 primitive calls) in 0.998 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2714    0.001    0.000    0.001    0.000 util.py:185(is_consecutive)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
        1    0.000    0.000    0.001    0.001 geo.py:294(HammerAxes)
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
       42    0.000    0.000    0.001    0.000 core.py:2984(parseImpl)
      268    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
     2519    0.001    0.000    0.001    0.000 _parser.py:256(match)
     1608    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       79    0.000    0.000    0.001    0.000 core.py:3601(__init__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:975(exec_module)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
       10    0.000    0.000    0.001    0.000 typing.py:2893(<dictcomp>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
      104    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
       10    0.000    0.000    0.001    0.000 core.py:2791(_generateDefaultName)
     1494    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
     1212    0.001    0.000    0.001    0.000 enum.py:1507(_get_value)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
        1    0.000    0.000    0.001    0.001 TiffTags.py:429(_populate)
        1    0.000    0.000    0.001    0.001 geo.py:316(InvertedHammerTransform)
      674    0.000    0.000    0.001    0.000 typing.py:1320(__setattr__)
       52    0.000    0.000    0.001    0.000 core.py:894(__init__)
       63    0.000    0.000    0.001    0.000 inspect.py:3215(__str__)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
      539    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
     6199    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 results.py:1(<module>)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
      325    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:748(find_spec)
      189    0.000    0.000    0.001    0.000 inspect.py:1943(_signature_get_user_defined_method)
      457    0.001    0.000    0.001    0.000 <frozen ntpath>:87(isabs)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
       28    0.000    0.000    0.001    0.000 __init__.py:2074(getLogger)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mlab.py:1(<module>)
     2283    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
     1691    0.001    0.000    0.001    0.000 inspect.py:378(isfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
      273    0.000    0.000    0.001    0.000 typing.py:159(_type_convert)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
      850    0.001    0.000    0.001    0.000 colors.py:216(_is_nth_color)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
      147    0.001    0.000    0.001    0.000 TiffTags.py:35(__new__)
     6466    0.001    0.000    0.001    0.000 inspect.py:2734(kind)
       25    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
     6411    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       39    0.000    0.000    0.001    0.000 typing.py:1595(copy_with)
       50    0.000    0.000    0.001    0.000 _internal.py:869(_ufunc_doc_signature_formatter)
     5724    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
      8/4    0.000    0.000    0.001    0.000 functools.py:981(__get__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       30    0.000    0.000    0.001    0.000 pathlib.py:940(glob)
        1    0.000    0.000    0.001    0.001 results.py:27(ParseResults)
     1266    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
     1314    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     7497    0.001    0.000    0.001    0.000 inspect.py:2722(name)
       18    0.000    0.000    0.001    0.000 core.py:997(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        4    0.000    0.000    0.001    0.000 core.py:2973(re_match)
        1    0.001    0.001    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
     1289    0.001    0.000    0.001    0.000 __init__.py:670(_set)
       28    0.000    0.000    0.001    0.000 __init__.py:1327(getLogger)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
       21    0.000    0.000    0.001    0.000 typing.py:1670(__getitem__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2268(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
        1    0.000    0.000    0.001    0.001 wintypes.py:1(<module>)
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
      327    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
      419    0.000    0.000    0.001    0.000 function_base.py:346(iterable)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2192(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:421(PercentStyle)
      268    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:413(_create_fn)
      317    0.000    0.000    0.001    0.000 function_base.py:469(_add_docstring)
       51    0.000    0.000    0.001    0.000 typing.py:866(__init__)
       18    0.000    0.000    0.001    0.000 typing.py:1586(__getitem__)
       64    0.000    0.000    0.001    0.000 core.py:4349(__init__)
      105    0.000    0.000    0.001    0.000 __init__.py:331(wrapper)
      214    0.001    0.000    0.001    0.000 _parser.py:376(_escape)
       92    0.000    0.000    0.001    0.000 typing.py:1279(__init__)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1475(__init__)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
       33    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
       64    0.000    0.000    0.001    0.000 inspect.py:2037(_signature_bound_method)
     1396    0.001    0.000    0.001    0.000 _parser.py:293(tell)
       84    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
       10    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
        1    0.000    0.000    0.001    0.001 __init__.py:588(matplotlib_fname)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
     2158    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      209    0.001    0.000    0.001    0.000 <frozen ntpath>:154(splitdrive)
     12/5    0.000    0.000    0.001    0.000 core.py:4092(streamline)
      126    0.000    0.000    0.001    0.000 inspect.py:1804(getattr_static)
      696    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
      308    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:920(find_spec)
      474    0.000    0.000    0.001    0.000 __init__.py:741(__getitem__)
       30    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      535    0.001    0.000    0.001    0.000 enum.py:747(__delattr__)
      325    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
   148/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
      480    0.001    0.000    0.001    0.000 enum.py:828(__setattr__)
        2    0.001    0.000    0.001    0.000 functools.py:188(total_ordering)
     1388    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ExifTags.py:295(<dictcomp>)
        2    0.000    0.000    0.001    0.000 enum.py:841(_create_)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
        2    0.000    0.000    0.001    0.000 enum.py:895(_convert_)
        1    0.000    0.000    0.001    0.001 figure.py:2360(Figure)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1814(Parser)
     1266    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1026(__enter__)
      453    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
       12    0.000    0.000    0.001    0.000 typing.py:723(Optional)
      825    0.000    0.000    0.001    0.000 {built-in method from_bytes}
     1156    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
      510    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
        2    0.000    0.000    0.001    0.000 __init__.py:514(_get_config_or_cache_dir)
       50    0.000    0.000    0.001    0.000 core.py:131(get_object_signature)
     3105    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      732    0.000    0.000    0.001    0.000 typing.py:1266(_is_dunder)
        1    0.000    0.000    0.001    0.001 artist.py:1416(ArtistInspector)
        3    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
     2546    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:392(open)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
     2308    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       15    0.000    0.000    0.000    0.000 typing.py:1641(__getitem__)
      320    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       82    0.000    0.000    0.000    0.000 core.py:2266(__init__)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
     1665    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      171    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      126    0.000    0.000    0.000    0.000 typing.py:715(<genexpr>)
      329    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
      306    0.000    0.000    0.000    0.000 results.py:136(__new__)
      199    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       52    0.000    0.000    0.000    0.000 enum.py:943(_get_mixins_)
      243    0.000    0.000    0.000    0.000 inspect.py:2756(__str__)
      210    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
        7    0.000    0.000    0.000    0.000 core.py:1392(__radd__)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
      189    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
      545    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       16    0.000    0.000    0.000    0.000 core.py:4084(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:805(copy)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      126    0.000    0.000    0.000    0.000 inspect.py:1774(_check_class)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:1655(__getitem_inner__)
      791    0.000    0.000    0.000    0.000 __init__.py:690(_get)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
       34    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      180    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      314    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       26    0.000    0.000    0.000    0.000 core.py:6832(__init__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
      999    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:528(_init_fn)
       28    0.000    0.000    0.000    0.000 core.py:2915(__init__)
     5044    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
     2308    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      661    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1889(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6837(getdoc)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
      540    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
